Rank,Run ID,Generation,Architecture,Layers,Fold Accuracies,Validation Accuracy,Model Size,Training Time (s)
193,2,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 281, 'num_layers': 2, 'dropout_rate': 0.27570587715355205, 'bidirectional': True, 'attention': True, 'learning_rate': 0.00015848931924611142, 'batch_size': 64, 'weight_decay': 1e-05}","[0.5454545454545454, 0.7619047619047619, 1.0, 0.47619047619047616, 0.5238095238095238]",0.6614718614718614,5475005.0,4.716357135772705
194,9,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.32445160020035546, 'bidirectional': True, 'attention': True, 'learning_rate': 0.004710625203682268, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.35621869895436337, 'accuracy': 0.5722943722943723}","[0.5909090909090909, 0.38095238095238093, 0.9047619047619048, 0.7619047619047619, 0.6666666666666666]",0.661038961038961,765122.0,2.7366925716400146
195,4,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 391, 'num_layers': 3, 'dropout_rate': 0.48553273361575205, 'bidirectional': True, 'attention': True, 'learning_rate': 0.00036130389396770644, 'batch_size': 64, 'weight_decay': 1e-05, 'fitness': 0.5602992166857372, 'accuracy': 0.7056277056277056}","[0.6363636363636364, 0.47619047619047616, 0.6190476190476191, 0.9047619047619048, 0.6666666666666666]",0.6606060606060605,12798995.0,2.9835315704345704
196,1,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 189, 'num_layers': 1, 'dropout_rate': 0.20276250786372896, 'bidirectional': True, 'attention': True, 'learning_rate': 4.4215266806391273e-05, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.5356981430160264, 'accuracy': 0.716017316017316}","[0.7272727272727273, 0.42857142857142855, 0.9047619047619048, 0.7142857142857143, 0.5238095238095238]",0.6597402597402597,2212813.0,2.664675760269165
197,2,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 1.1547843828835189e-05, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.6147218006092633, 'accuracy': 0.7627705627705628}","[0.9090909090909091, 0.6666666666666666, 0.5714285714285714, 0.6190476190476191, 0.5238095238095238]",0.658008658008658,760962.0,4.275168514251709
198,6,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 444, 'num_layers': 1, 'dropout_rate': 0.1, 'bidirectional': True, 'attention': True, 'learning_rate': 3.24900958542494e-05, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.44047819327765686, 'accuracy': 0.6406926406926405}","[0.9090909090909091, 0.47619047619047616, 0.6190476190476191, 0.5714285714285714, 0.7142857142857143]",0.6580086580086579,6643574.0,1.244331169128418
199,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 3, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 2.5442106516410494e-05, 'batch_size': 64, 'weight_decay': 5e-05}","[0.5, 0.6190476190476191, 0.9047619047619048, 0.7619047619047619, 0.47619047619047616]",0.6523809523809524,864450.0,10.36069393157959
200,9,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 4, 'dropout_rate': 0.3419893879648092, 'bidirectional': True, 'attention': True, 'learning_rate': 4.2239785420553045e-06, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.5421596849269579, 'accuracy': 0.7056277056277056}","[0.5, 0.6190476190476191, 0.6666666666666666, 0.9523809523809523, 0.5238095238095238]",0.6523809523809524,26977794.0,3.3922328472137453
201,9,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 485, 'num_layers': 1, 'dropout_rate': 0.4274962501476322, 'bidirectional': True, 'attention': True, 'learning_rate': 4.476427903242647e-06, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.6269665104584355, 'accuracy': 0.7722943722943723}","[0.6363636363636364, 0.47619047619047616, 0.6190476190476191, 0.8095238095238095, 0.7142857142857143]",0.651082251082251,7495677.0,0.9829120635986328
202,4,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 4, 'dropout_rate': 0.45935157292484163, 'bidirectional': True, 'attention': True, 'learning_rate': 0.001, 'batch_size': 32, 'weight_decay': 0}","[0.6363636363636364, 0.6190476190476191, 0.47619047619047616, 0.9047619047619048, 0.6190476190476191]",0.651082251082251,26715138.0,7.717399406433105
203,7,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 427, 'num_layers': 1, 'dropout_rate': 0.23668200664180442, 'bidirectional': False, 'attention': True, 'learning_rate': 0.02704713412817872, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.5489622422341823, 'accuracy': 0.7151515151515151}","[0.6363636363636364, 0.6666666666666666, 0.9047619047619048, 0.5714285714285714, 0.47619047619047616]",0.651082251082251,6302095.0,3.794870615005493
204,1,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 87, 'num_layers': 3, 'dropout_rate': 0.24028966454756626, 'bidirectional': False, 'attention': True, 'learning_rate': 4.232500353854716e-06, 'batch_size': 64, 'weight_decay': 5e-05, 'fitness': 0.22004823591357564, 'accuracy': 0.451948051948052}","[0.6818181818181818, 0.5714285714285714, 0.9047619047619048, 0.6190476190476191, 0.47619047619047616]",0.6506493506493507,1287079.0,4.167323017120362
205,1,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 166, 'num_layers': 3, 'dropout_rate': 0.3468114978692987, 'bidirectional': True, 'attention': True, 'learning_rate': 6.277301896229178e-05, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.5258333299763531, 'accuracy': 0.7056277056277056}","[0.7272727272727273, 0.3333333333333333, 0.9047619047619048, 0.7142857142857143, 0.5714285714285714]",0.6502164502164502,3229698.0,5.804816055297851
206,3,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 1, 'dropout_rate': 0.1, 'bidirectional': True, 'attention': True, 'learning_rate': 9.856781006752309e-05, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.536262900275292, 'accuracy': 0.7151515151515151}","[0.7272727272727273, 0.5714285714285714, 0.9047619047619048, 0.5238095238095238, 0.5238095238095238]",0.6502164502164501,7816194.0,3.731668329238892
207,4,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 3, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 0.006802353498851244, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.4433473393811478, 'accuracy': 0.651082251082251}","[0.7727272727272727, 0.3333333333333333, 0.5238095238095238, 0.7619047619047619, 0.8571428571428571]",0.6497835497835498,20415490.0,2.6417922973632812
208,4,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 2, 'dropout_rate': 0.32140071802794856, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0001, 'batch_size': 32, 'weight_decay': 1e-05}","[0.7727272727272727, 0.47619047619047616, 0.6190476190476191, 0.9047619047619048, 0.47619047619047616]",0.6497835497835498,1808642.0,3.488370180130005
209,3,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.27268864428892614, 'bidirectional': True, 'attention': True, 'learning_rate': 7.474627549393831e-07, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.46511862256836567, 'accuracy': 0.6701298701298701}","[0.7727272727272727, 0.2857142857142857, 0.9047619047619048, 0.5714285714285714, 0.7142857142857143]",0.6497835497835498,661634.0,0.987740993499756
210,5,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 486, 'num_layers': 3, 'dropout_rate': 0.3642225601910817, 'bidirectional': False, 'attention': True, 'learning_rate': 5e-05, 'batch_size': 64, 'weight_decay': 0}","[0.7727272727272727, 0.38095238095238093, 0.9047619047619048, 0.5714285714285714, 0.6190476190476191]",0.6497835497835498,18869924.0,3.9982955932617186
211,4,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 268, 'num_layers': 3, 'dropout_rate': 0.258879339121618, 'bidirectional': True, 'attention': True, 'learning_rate': 6.417129487814517e-05, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.450487065794899, 'accuracy': 0.6497835497835498}","[0.7727272727272727, 0.3333333333333333, 0.9523809523809523, 0.6666666666666666, 0.5238095238095238]",0.6497835497835497,6828106.0,5.760037851333618
212,3,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 217, 'num_layers': 3, 'dropout_rate': 0.40717325898619355, 'bidirectional': False, 'attention': True, 'learning_rate': 0.010286314160813164, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.6048009890318665, 'accuracy': 0.7653679653679654}","[0.7727272727272727, 0.3333333333333333, 0.9523809523809523, 0.42857142857142855, 0.7619047619047619]",0.6497835497835497,4875557.0,6.331689119338989
213,9,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.35611068906205234, 'bidirectional': True, 'attention': True, 'learning_rate': 0.010813962975130148, 'batch_size': 128, 'weight_decay': 0}","[0.5909090909090909, 0.6190476190476191, 0.7619047619047619, 0.7619047619047619, 0.47619047619047616]",0.641991341991342,765122.0,1.4708433151245115
214,6,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 240, 'num_layers': 4, 'dropout_rate': 0.30296748135525386, 'bidirectional': True, 'attention': True, 'learning_rate': 0.018502875131437904, 'batch_size': 64, 'weight_decay': 0, 'fitness': 0.4546309952616765, 'accuracy': 0.6580086580086579}","[0.5909090909090909, 0.38095238095238093, 0.6190476190476191, 0.9523809523809523, 0.6666666666666666]",0.641991341991342,7162322.0,5.912189388275147
215,1,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 229, 'num_layers': 3, 'dropout_rate': 0.3001287260751169, 'bidirectional': False, 'attention': True, 'learning_rate': 0.00012457309396155178, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.321751494943043, 'accuracy': 0.5341991341991342}","[0.6363636363636364, 0.47619047619047616, 0.7142857142857143, 0.9047619047619048, 0.47619047619047616]",0.6415584415584416,5306389.0,4.2615491390228275
216,6,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.3690556433964569, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0005547847360339226, 'batch_size': 32, 'weight_decay': 1e-05}","[0.6818181818181818, 0.6666666666666666, 0.6666666666666666, 0.47619047619047616, 0.7142857142857143]",0.6411255411255412,765122.0,5.419286632537842
217,2,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 288, 'num_layers': 3, 'dropout_rate': 0.44098391319164787, 'bidirectional': True, 'attention': True, 'learning_rate': 0.020137242498623895, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.5370772716363652, 'accuracy': 0.7264069264069264}","[0.7272727272727273, 0.3333333333333333, 0.7142857142857143, 0.6666666666666666, 0.7619047619047619]",0.6406926406926406,7677506.0,2.873615789413452
218,6,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 1, 'dropout_rate': 0.1, 'bidirectional': True, 'attention': True, 'learning_rate': 0.00180250092522166, 'batch_size': 64, 'weight_decay': 5e-05}","[0.7272727272727273, 0.47619047619047616, 0.6666666666666666, 0.9047619047619048, 0.42857142857142855]",0.6406926406926405,8078850.0,2.1318342685699463
219,4,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 2, 'dropout_rate': 0.5, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0003696878697653664, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.4668130940821326, 'accuracy': 0.6497835497835497}","[0.7727272727272727, 0.6666666666666666, 0.6190476190476191, 0.6666666666666666, 0.47619047619047616]",0.6402597402597403,14115842.0,6.660851001739502
220,9,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 1, 'dropout_rate': 0.5, 'bidirectional': False, 'attention': True, 'learning_rate': 0.00046346305677196945, 'batch_size': 64, 'weight_decay': 0}","[0.7727272727272727, 0.6190476190476191, 0.5238095238095238, 0.5714285714285714, 0.7142857142857143]",0.6402597402597403,1429890.0,2.5586764335632326
221,4,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 450, 'num_layers': 4, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0006192060638168895, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.3892285477524149, 'accuracy': 0.5952380952380952}","[0.8181818181818182, 0.42857142857142855, 0.5238095238095238, 0.9047619047619048, 0.5238095238095238]",0.6398268398268397,21164402.0,6.206610059738159
222,2,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.2781123203444947, 'bidirectional': True, 'attention': True, 'learning_rate': 3.730660216437429e-05, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.5748129988902875, 'accuracy': 0.7437229437229437}","[0.9090909090909091, 0.47619047619047616, 0.5714285714285714, 0.47619047619047616, 0.7619047619047619]",0.638961038961039,661634.0,2.734837198257446
223,3,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 172, 'num_layers': 3, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 0.04870372570126331, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.5171525019557541, 'accuracy': 0.6974025974025974}","[0.9090909090909091, 0.6666666666666666, 0.5238095238095238, 0.6190476190476191, 0.47619047619047616]",0.638961038961039,3408010.0,5.443939256668091
224,4,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 435, 'num_layers': 3, 'dropout_rate': 0.45098783133885156, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0005492802716530591, 'batch_size': 64, 'weight_decay': 1e-05}","[0.45454545454545453, 0.42857142857142855, 0.9523809523809523, 0.6666666666666666, 0.6666666666666666]",0.6337662337662338,15368551.0,5.07233943939209
225,2,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 496, 'num_layers': 2, 'dropout_rate': 0.2645790322399053, 'bidirectional': True, 'attention': True, 'learning_rate': 0.009968788843624336, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.5983957656831296, 'accuracy': 0.7437229437229437}","[0.5909090909090909, 0.38095238095238093, 0.5238095238095238, 0.9047619047619048, 0.7619047619047619]",0.6324675324675325,13396962.0,3.4102384567260744
226,1,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 179, 'num_layers': 2, 'dropout_rate': 0.2302493208824256, 'bidirectional': True, 'attention': True, 'learning_rate': 4.9999999999999996e-05, 'batch_size': 64, 'weight_decay': 0}","[0.6363636363636364, 0.5714285714285714, 0.5714285714285714, 0.9047619047619048, 0.47619047619047616]",0.6320346320346321,2847891.0,3.367913579940796
227,1,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 115, 'num_layers': 1, 'dropout_rate': 0.365027876406399, 'bidirectional': True, 'attention': True, 'learning_rate': 1.1924742342543784e-05, 'batch_size': 64, 'weight_decay': 0}","[0.6363636363636364, 0.5714285714285714, 0.9523809523809523, 0.5238095238095238, 0.47619047619047616]",0.6320346320346321,1252811.0,1.6759307861328123
228,4,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 339, 'num_layers': 3, 'dropout_rate': 0.38266191207801525, 'bidirectional': True, 'attention': True, 'learning_rate': 5.248074602497734e-06, 'batch_size': 64, 'weight_decay': 5e-05, 'fitness': 0.572997594644849, 'accuracy': 0.7437229437229437}","[0.6363636363636364, 0.5714285714285714, 0.6666666666666666, 0.5714285714285714, 0.7142857142857143]",0.6320346320346321,10056775.0,4.555467414855957
229,1,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 179, 'num_layers': 2, 'dropout_rate': 0.3873570790172979, 'bidirectional': True, 'attention': True, 'learning_rate': 2.384948468508757e-05, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.5257397015854244, 'accuracy': 0.7168831168831169}","[0.6363636363636364, 0.42857142857142855, 0.6666666666666666, 0.6666666666666666, 0.7619047619047619]",0.632034632034632,2847891.0,3.7860178470611574
230,8,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 281, 'num_layers': 1, 'dropout_rate': 0.20346945692874355, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0003808524049469883, 'batch_size': 64, 'weight_decay': 0, 'fitness': 0.6411877649081296, 'accuracy': 0.7813852813852813}","[0.6818181818181818, 0.42857142857142855, 0.9047619047619048, 0.6190476190476191, 0.5238095238095238]",0.6316017316017316,3654969.0,3.07912073135376
231,6,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 390, 'num_layers': 2, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 0.28898900814809114, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.5828633308156135, 'accuracy': 0.7541125541125541}","[0.6818181818181818, 0.42857142857142855, 0.9523809523809523, 0.5238095238095238, 0.5714285714285714]",0.6316017316017316,9239492.0,4.2103715419769285
232,9,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 307, 'num_layers': 4, 'dropout_rate': 0.24977063860333942, 'bidirectional': False, 'attention': True, 'learning_rate': 1e-05, 'batch_size': 64, 'weight_decay': 0}","[0.7272727272727273, 0.42857142857142855, 0.7142857142857143, 0.9047619047619048, 0.38095238095238093]",0.6311688311688312,10889599.0,6.212405157089234
233,4,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 3, 'dropout_rate': 0.4084261868926017, 'bidirectional': True, 'attention': True, 'learning_rate': 5.169590397745268e-06, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.486831139882709, 'accuracy': 0.6675324675324676}","[0.7272727272727273, 0.38095238095238093, 0.9523809523809523, 0.42857142857142855, 0.6666666666666666]",0.631168831168831,860290.0,6.680627727508545
234,6,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 0.05389407115200907, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.3795098929834738, 'accuracy': 0.5813852813852813}","[0.7727272727272727, 0.42857142857142855, 0.9047619047619048, 0.5714285714285714, 0.47619047619047616]",0.6307359307359308,665794.0,6.741263914108276
235,9,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 108, 'num_layers': 1, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 3.763844551287794e-05, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.4182875573397872, 'accuracy': 0.6402597402597403}","[0.7727272727272727, 0.3333333333333333, 0.9523809523809523, 0.6190476190476191, 0.47619047619047616]",0.6307359307359307,1180550.0,0.963511610031128
236,3,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 4, 'dropout_rate': 0.44002350438754395, 'bidirectional': False, 'attention': True, 'learning_rate': 0.3653352101371199, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.5171525019557541, 'accuracy': 0.6974025974025974}","[0.7727272727272727, 0.38095238095238093, 0.9047619047619048, 0.42857142857142855, 0.6666666666666666]",0.6307359307359307,26715138.0,6.840011692047119
237,9,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 2, 'dropout_rate': 0.23982011826186594, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0003, 'batch_size': 64, 'weight_decay': 1e-05, 'fitness': 0.5017957542835532, 'accuracy': 0.677056277056277}","[0.9090909090909091, 0.6666666666666666, 0.5714285714285714, 0.47619047619047616, 0.5238095238095238]",0.6294372294372295,14378498.0,3.545748805999756
238,6,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 256, 'num_layers': 3, 'dropout_rate': 0.39666537476008257, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0038282187940775494, 'batch_size': 128, 'weight_decay': 0}","[0.9090909090909091, 0.42857142857142855, 0.7142857142857143, 0.6190476190476191, 0.47619047619047616]",0.6294372294372295,6406914.0,2.4462631702423097
239,2,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0004365158322401661, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.5983957656831296, 'accuracy': 0.7437229437229437}","[0.9090909090909091, 0.2857142857142857, 0.5238095238095238, 0.9047619047619048, 0.5238095238095238]",0.6294372294372294,760962.0,3.91569504737854
240,8,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 390, 'num_layers': 3, 'dropout_rate': 0.15796722372695848, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0001412537544622754, 'batch_size': 128, 'weight_decay': 0}","[0.9090909090909091, 0.3333333333333333, 0.47619047619047616, 0.8095238095238095, 0.6190476190476191]",0.6294372294372294,12896132.0,2.8922363758087157
241,3,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 3, 'dropout_rate': 0.2584120954545432, 'bidirectional': True, 'attention': True, 'learning_rate': 0.00045774676881765416, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.5177257577980189, 'accuracy': 0.7082251082251082}","[0.5, 0.6666666666666666, 0.38095238095238093, 0.9523809523809523, 0.6190476190476191]",0.6238095238095238,20415490.0,6.368236970901489
242,8,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 3, 'dropout_rate': 0.18787268939809534, 'bidirectional': True, 'attention': True, 'learning_rate': 0.001, 'batch_size': 128, 'weight_decay': 5e-05}","[0.5, 0.38095238095238093, 0.9047619047619048, 0.7619047619047619, 0.5714285714285714]",0.6238095238095237,864450.0,3.113683557510376
243,8,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 281, 'num_layers': 3, 'dropout_rate': 0.2790710827662455, 'bidirectional': False, 'attention': True, 'learning_rate': 7.715273548579762e-06, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.4405714128151258, 'accuracy': 0.6294372294372294}","[0.6818181818181818, 0.2857142857142857, 0.7142857142857143, 0.7619047619047619, 0.6666666666666666]",0.622077922077922,7454089.0,2.4305111885070803
244,6,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.5, 'bidirectional': False, 'attention': True, 'learning_rate': 6.369866519865943e-05, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.3293648175908884, 'accuracy': 0.5571428571428572}","[0.7272727272727273, 0.6666666666666666, 0.5714285714285714, 0.6666666666666666, 0.47619047619047616]",0.6216450216450217,765122.0,6.202680063247681
245,4,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0001, 'batch_size': 64, 'weight_decay': 1e-05}","[0.7272727272727273, 0.3333333333333333, 0.9047619047619048, 0.6666666666666666, 0.47619047619047616]",0.6216450216450216,661634.0,3.0392942428588867
246,2,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 472, 'num_layers': 1, 'dropout_rate': 0.3214475661012759, 'bidirectional': True, 'attention': True, 'learning_rate': 0.00033220863852651596, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.6274204061702583, 'accuracy': 0.7818181818181819}","[0.8181818181818182, 0.2857142857142857, 0.6190476190476191, 0.6666666666666666, 0.7142857142857143]",0.6207792207792208,6997874.0,1.3489232063293457
247,2,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 256, 'num_layers': 1, 'dropout_rate': 0.20791168792698025, 'bidirectional': True, 'attention': True, 'learning_rate': 4.152436465385058e-05, 'batch_size': 128, 'weight_decay': 0}","[0.9090909090909091, 0.38095238095238093, 0.47619047619047616, 0.7619047619047619, 0.5714285714285714]",0.61991341991342,3187202.0,1.7797444820404054
248,9,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 340, 'num_layers': 2, 'dropout_rate': 0.46050634178068445, 'bidirectional': True, 'attention': True, 'learning_rate': 1.3893142264193858e-06, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.46466425779867054, 'accuracy': 0.6796536796536796}","[0.9090909090909091, 0.23809523809523808, 0.5714285714285714, 0.7142857142857143, 0.6666666666666666]",0.6199134199134199,7442942.0,1.9780362606048585
249,9,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.2626871148481692, 'bidirectional': False, 'attention': True, 'learning_rate': 5.561129573467722e-06, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.36473653086917135, 'accuracy': 0.5761904761904761}","[0.45454545454545453, 0.42857142857142855, 0.9047619047619048, 0.7142857142857143, 0.5714285714285714]",0.6147186147186148,665794.0,1.3332969665527343
250,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 172, 'num_layers': 2, 'dropout_rate': 0.2530224566214796, 'bidirectional': False, 'attention': True, 'learning_rate': 2.7759838669640958e-06, 'batch_size': 128, 'weight_decay': 5e-05}","[0.45454545454545453, 0.5238095238095238, 0.9047619047619048, 0.6190476190476191, 0.5714285714285714]",0.6147186147186148,2724998.0,2.110718870162964
251,8,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 390, 'num_layers': 2, 'dropout_rate': 0.3695515647322284, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0001, 'batch_size': 64, 'weight_decay': 1e-05}","[0.5454545454545454, 0.5714285714285714, 0.47619047619047616, 0.9047619047619048, 0.5714285714285714]",0.6138528138528138,9239492.0,3.332117462158203
252,9,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 108, 'num_layers': 4, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 0.005549429012870323, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.4830879479123757, 'accuracy': 0.6779220779220779}","[0.6818181818181818, 0.5714285714285714, 0.8095238095238095, 0.42857142857142855, 0.5714285714285714]",0.6125541125541126,2025542.0,7.9578348159790036
253,3,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 351, 'num_layers': 1, 'dropout_rate': 0.17002579689557995, 'bidirectional': True, 'attention': True, 'learning_rate': 1.1569737420592545e-08, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.68819096844784, 'accuracy': 0.8199134199134198}","[0.6818181818181818, 0.2857142857142857, 0.9047619047619048, 0.5238095238095238, 0.6666666666666666]",0.6125541125541125,4736395.0,1.0462977886199951
254,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 2, 'dropout_rate': 0.38311411062372863, 'bidirectional': True, 'attention': True, 'learning_rate': 1.9952623149688786e-05, 'batch_size': 128, 'weight_decay': 5e-05}","[0.7272727272727273, 0.38095238095238093, 0.5714285714285714, 0.6666666666666666, 0.7142857142857143]",0.6121212121212121,1825154.0,2.0381728649139403
255,4,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 153, 'num_layers': 2, 'dropout_rate': 0.4040641084180939, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0006918309709189362, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.44408626167867926, 'accuracy': 0.6398268398268397}","[0.7272727272727273, 0.42857142857142855, 0.47619047619047616, 0.7619047619047619, 0.6666666666666666]",0.6121212121212121,2295613.0,2.0267064571380615
